gate_block_above_0_9_ci95_high,gate_block_above_0_9_ci95_low,gate_block_above_0_9_mean,gate_block_below_0_5_ci95_high,gate_block_below_0_5_ci95_low,gate_block_below_0_5_mean,gate_block_mean_ci95_high,gate_block_mean_ci95_low,gate_block_mean_mean,gate_candidate_norm_spearman_ci95_high,gate_candidate_norm_spearman_ci95_low,gate_candidate_norm_spearman_mean,gate_ff_above_0_9_ci95_high,gate_ff_above_0_9_ci95_low,gate_ff_above_0_9_mean,gate_ff_below_0_5_ci95_high,gate_ff_below_0_5_ci95_low,gate_ff_below_0_5_mean,gate_ff_mean_ci95_high,gate_ff_mean_ci95_low,gate_ff_mean_mean,gate_sa_above_0_9_ci95_high,gate_sa_above_0_9_ci95_low,gate_sa_above_0_9_mean,gate_sa_below_0_5_ci95_high,gate_sa_below_0_5_ci95_low,gate_sa_below_0_5_mean,gate_sa_mean_ci95_high,gate_sa_mean_ci95_low,gate_sa_mean_mean,gate_utility_block_spearman_ci95_high,gate_utility_block_spearman_ci95_low,gate_utility_block_spearman_mean,gate_utility_ff_spearman_ci95_high,gate_utility_ff_spearman_ci95_low,gate_utility_ff_spearman_mean,gate_utility_sa_spearman_ci95_high,gate_utility_sa_spearman_ci95_low,gate_utility_sa_spearman_mean,layer,seed_n,task_family,utility_block_mean_ci95_high,utility_block_mean_ci95_low,utility_block_mean_mean,utility_ff_mean_ci95_high,utility_ff_mean_ci95_low,utility_ff_mean_mean,utility_sa_mean_ci95_high,utility_sa_mean_ci95_low,utility_sa_mean_mean,variant
0.47333335876464844,0.3100000023841858,0.3933333158493042,0.23999997973442078,0.019999999552965164,0.12000000476837158,0.8577173352241516,0.7206867933273315,0.7931603789329529,0.7727368474006653,0.443189799785614,0.6209725141525269,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5269907712936401,0.23678798973560333,0.3759933114051819,,,,,,,10,5,first,0.0030857762321829796,0.00048154228716157377,0.0016752246301621199,0.001126892864704132,-0.00046774567454122007,0.00031600985676050186,0.003344797994941473,0.00018895405810326338,0.0014183077728375793,gated
0.5666667222976685,0.2566666603088379,0.42666664719581604,0.30666667222976685,0.05000000447034836,0.17666666209697723,0.8333318829536438,0.6784214973449707,0.7580448985099792,0.7747596502304077,0.439788818359375,0.6525367498397827,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6102473139762878,0.2430119514465332,0.4266296327114105,,,,,,,11,5,first,0.0006953118136152625,-0.0012177760945633054,3.661126902443357e-05,0.0009552905103191733,0.00030798272928223014,0.0006104615167714655,0.00025238347006961703,-0.0017760476330295205,-0.00050306913908571,gated
0.7099999785423279,0.3700000047683716,0.5300000309944153,0.273333340883255,0.03333333507180214,0.14666667580604553,0.889829695224762,0.707478404045105,0.8014969825744629,0.7651791572570801,0.453481525182724,0.6069130897521973,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6041345000267029,0.44491249322891235,0.5188108086585999,,,,,,,12,5,first,0.0019769154023379087,0.00034047808730974793,0.0009447155753150582,0.0012550392420962453,0.000135373993543908,0.0005508986650966108,0.0004554540500976145,7.748264033580199e-05,0.00023605380556546152,gated
0.5099999904632568,0.3100000023841858,0.4000000059604645,0.35999998450279236,0.10333333164453506,0.22333332896232605,0.7998376488685608,0.6099435687065125,0.7121258974075317,0.8708640933036804,0.7593887448310852,0.8151264190673828,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.7083523273468018,0.6145929098129272,0.6630841493606567,,,,,,,13,5,first,0.0022762443404644728,0.000737684837076813,0.0014891389291733503,0.001229015877470374,0.00031998445047065616,0.0006944394554011524,0.0013123011449351907,0.00017913106421474367,0.000618627411313355,gated
0.5099999904632568,0.09666667878627777,0.26333335041999817,0.46666663885116577,0.1666666567325592,0.3100000321865082,0.7653642296791077,0.5201923847198486,0.638069748878479,0.8822228312492371,0.7921422719955444,0.838932991027832,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.7256616353988647,0.447626531124115,0.6001467108726501,,,,,,,14,5,first,0.0007864255458116531,-7.978548092069104e-05,0.00040587992407381535,0.0005082449060864747,0.00021129062224645168,0.0003818833502009511,0.00020186910114716738,-0.0004443240468390286,-5.2048813813598827e-05,gated
0.39666667580604553,0.1733333319425583,0.27666670083999634,0.45333331823349,0.07999999821186066,0.2600000202655792,0.7764828205108643,0.5672812461853027,0.6775683164596558,0.8934362530708313,0.703006386756897,0.812714695930481,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.8487135767936707,0.5777493715286255,0.7368935346603394,,,,,,,15,5,first,0.0010865958174690604,0.0003831630165223032,0.0006814412772655487,0.0010666354792192578,0.00022587070998270065,0.0006121579790487885,0.00013776763807982206,-0.00011108315084129572,2.2626627469435334e-05,gated
1.0,0.22999998927116394,0.6299999952316284,0.0,0.0,0.0,0.9533127546310425,0.816004753112793,0.8921171426773071,0.5394312143325806,-0.2849566340446472,0.12715408205986023,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.15924973785877228,-0.12848907709121704,0.01023672241717577,,,,,,,0,5,last,1.432877540588379,0.03623875975608826,0.6635513305664062,0.008722304366528988,0.0005741083296015859,0.003990617115050554,1.6891275644302368,0.016268718987703323,0.7837346792221069,gated
0.7066666483879089,0.0,0.30666667222976685,0.0,0.0,0.0,0.9121478796005249,0.7325437664985657,0.8223458528518677,0.5052958726882935,0.10488469898700714,0.2968713641166687,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.14148375391960144,-0.035632118582725525,0.05976104736328125,,,,,,,1,5,last,0.09534414112567902,-6.300029053818434e-05,0.03560568019747734,0.005798978265374899,0.0015054990071803331,0.0030302784871309996,0.020457535982131958,-0.0009741673129610717,0.006976589560508728,gated
0.6100000143051147,0.0033333334140479565,0.2199999988079071,0.0,0.0,0.0,0.8888399004936218,0.7736373543739319,0.8319118618965149,0.13308140635490417,-0.07108641415834427,0.0356098935008049,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.10525145381689072,-0.07168658077716827,0.009991663508117199,,,,,,,2,5,last,0.031292568892240524,0.007196737919002771,0.019079197198152542,0.00350510748103261,0.0013120219809934497,0.0021676651667803526,0.045159969478845596,0.00021217469475232065,0.01901192218065262,gated
1.0,0.37000003457069397,0.7366666793823242,0.0,0.0,0.0,0.9603010416030884,0.872810959815979,0.9212737083435059,0.13507084548473358,-0.3353375792503357,-0.10142817348241806,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.09924979507923126,-0.08400110900402069,-0.0019338686252012849,,,,,,,3,5,last,0.596649169921875,0.04894551262259483,0.31492525339126587,0.004509659018367529,-0.0001083329480024986,0.002165063749998808,0.664059579372406,0.04070358723402023,0.29582393169403076,gated
0.8834167718887329,0.5566666722297668,0.7300000190734863,0.0,0.0,0.0,0.943407416343689,0.878477931022644,0.913281261920929,0.641019880771637,0.030575156211853027,0.38268405199050903,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3881078362464905,0.07819949835538864,0.23315365612506866,,,,,,,4,5,last,0.3766644597053528,0.008225543424487114,0.13422159850597382,0.0012482290621846914,-0.0005531368078663945,0.0003601376083679497,0.3760278820991516,0.005900255404412746,0.1323019415140152,gated
0.9366666674613953,0.6700000166893005,0.8033332824707031,0.04000000283122063,0.0,0.013333333656191826,0.9418787956237793,0.8980191349983215,0.919948935508728,0.34987497329711914,-0.009069186635315418,0.1597999632358551,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.29106974601745605,-0.002411781344562769,0.12979160249233246,,,,,,,5,5,last,0.07572591304779053,0.006274793297052383,0.03085239604115486,0.0036234166473150253,0.0001472654694225639,0.0014514003414660692,0.046541571617126465,0.004727015271782875,0.019992155954241753,gated
0.9533333778381348,0.5866667032241821,0.7733333110809326,0.09000000357627869,0.0,0.030000001192092896,0.9494559168815613,0.8227260708808899,0.8976375460624695,0.7794609665870667,0.4634842872619629,0.6184828877449036,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5072075724601746,0.08377882838249207,0.2954931855201721,,,,,,,6,5,last,0.012895843014121056,0.0027929735369980335,0.007167516741901636,0.00042423891136422753,0.0001049705533660017,0.00025886818184517324,0.010221063159406185,0.0016746526816859841,0.00531612616032362,gated
0.7500000596046448,0.33666667342185974,0.5366666913032532,0.1733333319425583,0.013333333656191826,0.07999999821186066,0.9127117395401001,0.764471173286438,0.8428360223770142,0.7771381139755249,0.37030285596847534,0.5876520872116089,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5345039963722229,0.17598220705986023,0.3892192244529724,,,,,,,7,5,last,0.017498809844255447,0.0011114177759736776,0.006971592549234629,0.0006390450871549547,-0.00012326569412834942,0.00025788971106521785,0.02038348838686943,0.0007045479724183679,0.007797358091920614,gated
0.830000102519989,0.3266666829586029,0.5999999642372131,0.23341676592826843,0.02666666731238365,0.12333333492279053,0.9187003374099731,0.6941360831260681,0.8158995509147644,0.5531758666038513,0.24732427299022675,0.37963879108428955,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.372336745262146,0.17831620573997498,0.2784884572029114,,,,,,,8,5,last,0.0027680478524416685,0.0011889631859958172,0.0019105287501588464,0.0010604143608361483,9.804071305552498e-05,0.0005525933811441064,0.001633375883102417,0.0005701808258891106,0.0010503835510462523,gated
0.5699999928474426,0.12333333492279053,0.3466666340827942,0.23000001907348633,0.07000000774860382,0.15333333611488342,0.8520668148994446,0.6879804730415344,0.7672723531723022,0.6900027990341187,0.16729091107845306,0.4577493667602539,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.478266179561615,0.28251180052757263,0.3853737413883209,,,,,,,9,5,last,0.0038265485782176256,0.0007616697112098336,0.0019972610753029585,0.0008679403108544648,0.0004041492356918752,0.00063604477327317,0.0031644112896174192,3.279417069279589e-05,0.001315965550020337,gated
0.47333335876464844,0.2199999988079071,0.3399999737739563,0.20666666328907013,0.03333333507180214,0.11666667461395264,0.8305765390396118,0.7286038398742676,0.7726278305053711,0.698104977607727,0.4891025125980377,0.5841400027275085,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.519566535949707,0.3991330862045288,0.46196165680885315,,,,,,,10,5,last,0.002332920441403985,0.0008427118882536888,0.0015281852101907134,0.0031308408360928297,0.0003725630813278258,0.0013241092674434185,0.0011343506630510092,-0.0006230468861758709,0.00029916668427176774,gated
0.5533333420753479,0.17000000178813934,0.36000001430511475,0.28333336114883423,0.08666666597127914,0.17666666209697723,0.8234858512878418,0.6722711324691772,0.7572578191757202,0.7975659966468811,0.43278688192367554,0.6495581865310669,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5649902820587158,0.18501806259155273,0.3750041425228119,,,,,,,11,5,last,0.0023472518660128117,-1.945192889252212e-05,0.0011061644181609154,0.0019075411837548018,0.0006684170803055167,0.0012085660127922893,0.000808229495305568,-0.0011464726412668824,-8.687597437528893e-05,gated
0.6866666674613953,0.2199999988079071,0.46000003814697266,0.30666667222976685,0.06000000238418579,0.17666666209697723,0.8798424005508423,0.6514293551445007,0.7704775929450989,0.7532092332839966,0.22721867263317108,0.49021396040916443,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6383106112480164,0.342195063829422,0.5076298713684082,,,,,,,12,5,last,0.0007706633186899126,0.0004951466107740998,0.000619778351392597,0.0008698763558641076,0.0003625012468546629,0.0005967761971987784,0.00011203988833585754,-0.00011876964708790183,-3.620416009653127e-06,gated
0.4566667079925537,0.15666666626930237,0.31333333253860474,0.3700000047683716,0.12999999523162842,0.2433333396911621,0.7778743505477905,0.592526376247406,0.6852003335952759,0.7918088436126709,0.7290913462638855,0.7608224153518677,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6744874119758606,0.46156153082847595,0.5736371278762817,,,,,,,13,5,last,0.0011337429750710726,0.0005707248346880078,0.0008669635280966759,0.001413768739439547,0.0003376031818334013,0.0008176974952220917,0.000273579906206578,-0.0003514670243021101,2.975243842229247e-05,gated
0.5766666531562805,0.046666670590639114,0.25,0.4899999499320984,0.0833333283662796,0.2866666913032532,0.7826868295669556,0.4826953411102295,0.6231468915939331,0.8335204124450684,0.6413336992263794,0.7374271154403687,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6372880935668945,0.43545427918434143,0.5363712310791016,,,,,,,14,5,last,0.0016480006743222475,0.0002819704241119325,0.0008521996205672622,0.001087021199055016,0.000231565602007322,0.0005880416138097644,0.00043687300058081746,5.374904958443949e-06,0.00018412989447824657,gated
0.4034167528152466,0.10333333909511566,0.25333333015441895,0.4699999690055847,0.09333334118127823,0.2666666805744171,0.7668480277061462,0.5080631971359253,0.6530033349990845,0.8787329792976379,0.6194387674331665,0.7811281085014343,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6710752844810486,0.24612390995025635,0.5187441110610962,,,,,,,15,5,last,0.0009837005054578185,0.0005217058933340013,0.0007350160740315914,0.0007742522284388542,0.0003438103594817221,0.0005459861713461578,0.000226950432988815,9.443768067285419e-05,0.00014872841711621732,gated
0.9600000381469727,0.1599999964237213,0.5600000023841858,0.0,0.0,0.0,0.9475889205932617,0.8411636352539062,0.894376277923584,0.44781428575515747,-0.042387377470731735,0.17439714074134827,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,-0.006016019266098738,-0.10166566073894501,-0.05384083837270737,,,,,,,0,5,maximum,0.9706522822380066,0.02048954926431179,0.4064534306526184,0.057136207818984985,0.004785812925547361,0.03375063091516495,0.45179328322410583,-0.00609217444434762,0.20599091053009033,gated
0.7633333206176758,0.030000001192092896,0.3933333456516266,0.08000000566244125,0.0,0.02666666731238365,0.9185870885848999,0.7208293676376343,0.8312844038009644,0.30007225275039673,-0.1293470412492752,0.0698305144906044,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.08958043158054352,-0.1318255066871643,-0.02756320871412754,,,,,,,1,5,maximum,3.0721402168273926,0.10496250540018082,1.4133150577545166,0.07340440899133682,0.004731555003672838,0.0386710986495018,3.364654541015625,0.09014534205198288,1.5459864139556885,gated
0.9266666173934937,0.14666667580604553,0.5366666913032532,0.6000000238418579,0.0,0.20000000298023224,0.9384118318557739,0.4644319415092468,0.7477596998214722,0.405889630317688,-0.09018061310052872,0.17411503195762634,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.11487635225057602,-0.17473742365837097,-0.029930537566542625,,,,,,,2,5,maximum,0.880031943321228,0.0025301086716353893,0.32218608260154724,0.03317626938223839,-0.012058647349476814,0.007168036885559559,1.0543172359466553,-0.004631658084690571,0.3718799948692322,gated
0.846666693687439,0.20999999344348907,0.5300000309944153,0.6000000238418579,0.0,0.20000000298023224,0.9417610168457031,0.45946836471557617,0.7658759951591492,0.42728468775749207,0.21149209141731262,0.3167102038860321,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.17846068739891052,-0.06431786715984344,0.05707141011953354,,,,,,,3,5,maximum,0.08364269137382507,0.009674436412751675,0.04666230082511902,0.06657212227582932,-0.004511998500674963,0.028587553650140762,0.04197002202272415,0.0023597395047545433,0.02118425816297531,gated
0.6000000238418579,0.0,0.20000000298023224,0.3866666853427887,0.0,0.1599999964237213,0.8726916313171387,0.5306919813156128,0.6954239010810852,0.47515422105789185,0.024217838421463966,0.2277188003063202,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3764490485191345,0.04656849056482315,0.2016560286283493,,,,,,,4,5,maximum,0.05362672358751297,-0.020584052428603172,0.019047658890485764,0.04617041349411011,-0.011035772040486336,0.01244703121483326,0.0684499442577362,-0.02525501325726509,0.020429257303476334,gated
0.7333333492279053,0.0033333334140479565,0.33666667342185974,0.5899999737739563,0.0,0.2433333396911621,0.8935486674308777,0.43169593811035156,0.675646185874939,0.24317865073680878,-0.18308418989181519,0.012336757965385914,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.4745318293571472,0.02824118174612522,0.29485970735549927,,,,,,,5,5,maximum,0.2397710084915161,0.0006607867544516921,0.09246049076318741,0.014583924785256386,-0.006527862045913935,0.002867612289264798,0.2488580197095871,0.0005119644338265061,0.09218941628932953,gated
0.9966667294502258,0.4033333361148834,0.7866666913032532,0.0,0.0,0.0,0.9856535792350769,0.8891533613204956,0.9426803588867188,0.4716421067714691,-0.14865240454673767,0.18117253482341766,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.43308696150779724,0.07380939275026321,0.2534481883049011,,,,,,,6,5,maximum,0.058868568390607834,-0.016482161357998848,0.02119320258498192,0.027850711718201637,-0.019336936995387077,0.0020058113150298595,0.030446549877524376,-0.0006534362328238785,0.014896556735038757,gated
0.8966667056083679,0.23666667938232422,0.5666666626930237,0.5099999904632568,0.0,0.20333333313465118,0.9522137641906738,0.5996219515800476,0.7905682325363159,0.4620172083377838,-0.019805502146482468,0.19979992508888245,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.2840900123119354,-0.22677132487297058,0.06161711364984512,,,,,,,7,5,maximum,0.07603046298027039,-0.009267926216125488,0.02847934700548649,-0.0009721642127260566,-0.008850492537021637,-0.0047864848747849464,0.07888968288898468,-0.004924177657812834,0.032947514206171036,gated
0.7866666316986084,0.08666667342185974,0.4366666376590729,0.31333333253860474,0.006666666828095913,0.15333333611488342,0.9111984372138977,0.5955828428268433,0.7533906102180481,0.6158599257469177,0.3611225187778473,0.498482882976532,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3992852568626404,0.13106973469257355,0.2769324779510498,,,,,,,8,5,maximum,0.013854710385203362,-0.0279703252017498,-0.006664406508207321,-0.0009490891825407743,-0.009591943584382534,-0.005392417777329683,0.010284306481480598,-0.02177213504910469,-0.005378019995987415,gated
